,name,link,address,postcode,phone_number,founded_year,summary_description,nums_employee,website,technology,industry_focus,similar_companies,company_id
153,AC3,https://www.linkedin.com/company/ac3,"Level 7, 477 Pitt Street, Haymarket, NSW, Australia",2000,,1999.0,"AC3 is a leading secure cloud services provider, focused on turning your technology challenges into real results. Technology comes with a lot of promise, but in a lot of cases, is always more complicated and difficult in the delivery. Well, our purpose is to make technology real by bringing clarity to the cloud - leading secure cloud solutions. We have been securing and managing most of the NSW government agencies’ clouds for the last 20 years, so our expertise, governance, and security are tested at the highest levels. AC3 has offices in Sydney, Melbourne and Auckland, together with a number of employees who work remotely across the country and around the world, including North America, South Africa and Ireland. AC3 leaves no stone unturned to tap into and retain the world’s best technical talent and to become recognised as one of the best places to work. ",201-500,https://www.ac3.com.au,"['Consulting', 'Procurement & Asset Management', 'Cloud Computing', 'Managed Services', 'Data Centre & Migration', 'Talent Management', 'Managed Services', 'Cyber Security', 'Data Lake', 'DevOps Engineering', 'Service Desk', 'Service Integration & Management', 'Public Cloud', 'Private Cloud', 'Government Cloud', 'Hybrid Cloud']",Information Technology & Services,"[{'name': 'Bulletproof Group Limited', 'link': 'https://www.linkedin.com/company/bulletproof-networks', 'industry': 'Information Technology & Services', 'location': None}]",
154,Sydney Water,https://www.linkedin.com/company/sydney-water,"1 Smith Street, Parramatta, New South Wales, Australia",2150,,,"We deliver essential and sustainable water services for the benefit of the community. We put customers front of mind and contribute to liveable cities.

We provide drinking water, recycled water, wastewater services and some stormwater services to more than four million people in Sydney, Illawarra and the Blue Mountains. 

Drinking water is sourced from a network of dams managed by Water NSW, then treated and delivered to customers'​ homes and businesses by Sydney Water.

We are Australia's largest water utility with over 3,200 staff and an area of operations covering 12,700 square kilometres.

We, a statutory State owned corporation wholly owned by the New South Wales Government, have three equal, principal objectives:
- to protect public health 
- to protect the environment 
- to be a successful business.",1001-5000,http://sydneywater.com.au,"['drinking water', 'wastewater', 'stormwater', 'recycled water', 'desalination', 'water treatment', 'water monitoring', 'water quality', 'water education', 'water efficiency', 'sustainability', 'tradewaste', 'backflow prevention', 'Sydney', 'Blue Mountains', 'Illawarra']",Utilities,"[{'name': 'WaterNSW', 'link': 'https://au.linkedin.com/company/waternsw', 'industry': 'Utilities', 'location': 'Sydney, NSW'}, {'name': 'Transport for NSW', 'link': 'https://au.linkedin.com/company/transport-for-nsw', 'industry': 'Truck Transportation', 'location': 'Multiple locations across the state, NSW'}, {'name': 'NSW Department of Planning and Environment', 'link': 'https://au.linkedin.com/company/nswdpe', 'industry': 'Government Administration', 'location': 'Parramatta, New South Wales'}, {'name': 'Sydney Trains', 'link': 'https://au.linkedin.com/company/sydney-trains', 'industry': 'Truck Transportation', 'location': 'Sydney, New South Wales'}, {'name': 'Melbourne Water', 'link': 'https://au.linkedin.com/company/melbourne-water', 'industry': 'Utilities', 'location': 'Melbourne, Victoria'}, {'name': 'Sydney Metro', 'link': 'https://au.linkedin.com/company/sydney-metro', 'industry': 'Truck Transportation', 'location': 'Sydney, New South Wales'}, {'name': ""Confluence Water - Sydney Water's North Delivery Team"", 'link': 'https://au.linkedin.com/company/confluence-water', 'industry': 'Utilities', 'location': 'Chatswood, NSW'}, {'name': 'Delivering 4 Customers (D4C)', 'link': 'https://au.linkedin.com/company/delivering4customers', 'industry': 'Utilities', 'location': 'Sydney, NSW'}, {'name': 'West Region Delivery Team', 'link': 'https://au.linkedin.com/company/west-region-delivery', 'industry': 'Construction', 'location': 'Sydney Olympic Park, NSW'}, {'name': 'SA Water', 'link': 'https://au.linkedin.com/company/sa-water', 'industry': 'Utilities', 'location': 'Adelaide, South Australia'}]",
155,Billigence,https://www.linkedin.com/company/billigence,"10 Help St, Chatswood, New South Wales, Australia",2067,,2009.0,"We are headquartered in Sydney, Australia, with offices in Europe (London, Prague, Frankfurt), Singapore & United States.Billigence is a BI Consultancy and contingent labour service company with a growing customer base of large corporations across different industries as well as young and agile internet-based businesses.As a company we source and hire innovative data enthusiasts, we believe data is the most powerful asset of today's businesses. That is why at Billigence, we are helping our clients to drive the business value of their data. We do this through our data proposition comprising of data consolidation and enrichment, data visualization and analytics, and data governance components.We deliver market leading recruitment services for temporary and contract labour hires to supplement our clients workforces. Our vision is to become leaders in helping companies to transform into digital age and reach their full potential by leveraging the power of their data.Billigence also leverages partnerships with some of the world’s most innovative data companies such as Alteryx, Tableau, Snowflake, Salesforce, Matillion, Collibra, Google Cloud Platform, Keboola, LibertyAces, UD4D & others.",51-200,https://www.billigence.com,"['Business Intelligence', 'ICT Recruitment', 'Staff Augmentation', 'Data Governance', 'Data Analysis', 'Data Visualization', 'Data Enrichment', 'Data Integration', 'Analytics', 'Data-Driven Business']",Information Technology & Services,"[{'name': 'Billigence Czech Republic', 'link': 'https://www.linkedin.com/company/billigence-czech-republic', 'industry': 'Information Technology & Services', 'location': None}]",
156,Online Education Services (OES),https://www.linkedin.com/company/online-education-services,"60 Cremorne St Level 1, Cremorne, Victoria, Australia",3121,,,"Online Education Services (OES) was established to challenge and advance the online education industry, providing a new student-centric approach to adult education. Through partnerships with highly regarded Australian education providers, OES provides the expertise to create engaging online learning experiences for students who are not catered for by traditional campus-based offerings. In 2018, OES expanded its services and opened its first office in London, United Kingdom.

Guided by the analysis of student data, OES continues to innovate the online education experience with its dedicated specialist services in online course design, student support and administration.

For four years running (2014/15/16/17), OES has been named a Best Employer by Aon Hewitt. In 2017, OES was awarded the prestigious 2017 ‘Best of the Best’ award, having excelled at delivering an exceptionally positive workplace experience for employees. In 2015 OES topped the BRW Fast Starters list. The BRW Fast Starters list ranks Australia’s fastest growing, public and private, small and medium start-up businesses.",501-1000,https://www.oes.edu.au/,,E-learning,"[{'name': 'IDI', 'link': 'https://www.linkedin.com/company/interactive-design-institute', 'industry': 'E-learning', 'location': None}]",
157,Reo Group,https://www.linkedin.com/company/reo-group-au,"Level 4, Sydney, 2000 , New South Wales, Australia",2000,,2009.0,"Recruitment decisions are routinely derailed by unconscious biases that lead us astray.  One of your biggest challenges is when this unconscious bias permeates through with your search partner.At Reo Group, we are guided by evidence and our unique Evidence Based Recruitment Method eliminates the risk of unconscious bias.  We have developed 4 distinct phases (Insight, Influence, Identify and Integrate), which use our Profile 360™ range of products to build a complete picture of your talent lifecycle, the specific requirements of the role and the attributes of the right candidate, ensuring we find you the right fit for your team. Successful recruitment is a numbers game. We’ve placed more than 5,000 people in roles over the last decade. 98% of our permanent placements remain in place for more than two years, and 90% of temp roles are placed within 48 hours.These results boil down to understanding our clients and truly knowing our candidates – to a scientific approach to recruitment.Our services spread across our teams with expertise in a range of professional disciplines including:Accounting & FinanceBusiness ServicesHuman ResourcesDisruptive Technology, Data & AnalyticsExecutive SearchInsuranceWe help our clients build their power to make an impact by attracting, selecting and retaining the right temporary, permanent and executive talent.Current Industry Recognition:★ Best Agency Client Experience - Recruiter Insider Awards, 2021 WINNER★ Agency Service Excellence - Recruiter Insider Awards, 2021 WINNER★ GOLD Accredited Candidate Experience Experts - Recruiter Insider, 2021★ Best In Client Experience - Vinny Awards, 2021 WINNER★ Nicolas Gonzalez, Recruiter of the Year Runner Up - Seek Sara Awards 2021",11-50,http://www.reogroup.com.au,"['The Hidden Talent Network', 'Sophisticated Screening Processes', 'Premium Interview Process', 'Recruitment', 'Recruitment Sydney', 'Financial Recruitment', 'Accounting Recruitment', 'Financial Services Recruitment', 'Finance Transformation', 'Business Transformation']",Staffing & Recruiting,[],
158,Talenza,https://www.linkedin.com/company/talenza,"7 Macquarie Pl, Sydney, New South Wales, Australia",2000,,,"Talenza is a full-service technology and business operations recruitment agency with extensive experience across both permanent and contract recruitment across a broad range of industry sectors.  

We pride ourselves on truly partnering with your business to understand your organisation, the industry in which you sit and the recruitment challenges you face.

We only hire experienced consultants who have domain expertise across specialist areas such as Data Analytics and Digital, where organisations often struggle to source the best talent.

- Executive Search
- Project Appointments – PMO, Delivery etc 
- Transformation & Strategy
- Business Intelligence & Information Management
- Data – Analytics, Governance & Strategy
- Infrastructure & DevOps 
- Software, Web and Mobile Development
- Software QA / Testing
- UX, UI & CX
- PPC & SEO
- CRM & ERP
- Digital Marketing
- AdTech
- Cyber Security
- Sales and Account Management",51-200,http://www.talenza.com.au,"['Permanent Recruitment', 'Contract Recruitment', 'Recruitment Process Outsourcing', 'Executive Search']",Staffing and Recruiting,"[{'name': 'Tranzformd', 'link': 'https://au.linkedin.com/company/tranzformd', 'industry': 'IT Services and IT Consulting', 'location': 'Sydney, New South Wales'}, {'name': 'Talent', 'link': 'https://au.linkedin.com/company/talent-international', 'industry': 'Staffing and Recruiting', 'location': 'Sydney, NSW'}, {'name': 'Preacta', 'link': 'https://au.linkedin.com/company/preactarecruitment', 'industry': 'Staffing and Recruiting', 'location': 'Sydney, NSW'}, {'name': 'Hays', 'link': 'https://uk.linkedin.com/company/hays', 'industry': 'Staffing and Recruiting', 'location': 'London, England'}, {'name': 'Commonwealth Bank', 'link': 'https://au.linkedin.com/company/commonwealthbank', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'Sirius People', 'link': 'https://au.linkedin.com/company/sirius-people', 'industry': 'Human Resources Services', 'location': 'City of Sydney, New South Wales'}, {'name': 'Bluefin Resources', 'link': 'https://au.linkedin.com/company/bluefin-resources', 'industry': 'Staffing and Recruiting', 'location': 'Sydney, NSW'}, {'name': 'Paxus', 'link': 'https://au.linkedin.com/company/paxus', 'industry': 'Staffing and Recruiting', 'location': 'Melbourne, VIC'}, {'name': 'Macquarie Group', 'link': 'https://au.linkedin.com/company/macquariegroup', 'industry': 'Financial Services', 'location': 'Sydney, NSW'}, {'name': 'u&u. Recruitment Partners', 'link': 'https://au.linkedin.com/company/u&u', 'industry': 'Staffing and Recruiting', 'location': 'Brisbane, Queensland'}]",
159,Cognizant,https://www.linkedin.com/company/cognizant,"15 William St, Melbourne, VIC, Australia",3000,,,"Cognizant (Nasdaq-100: CTSH) engineers modern businesses. We help our clients modernize technology, reimagine processes and transform experiences so they can stay ahead in our fast-changing world. Together, we’re improving everyday life. See how at www.cognizant.com or @cognizant.",10001-0,https://www.cognizant.com,"['Interactive', 'Intelligent Process Automation', 'Digital Engineering', 'Industry & Platform Solutions', 'Internet of Things', 'Artificial Intelligence', 'Cloud', 'Data ', 'Healthcare', 'Banking', 'Finance ', 'Fintech', 'Manufacturing', 'Retail', 'Technology ', 'Salesforce']",IT Services and IT Consulting,"[{'name': 'Tata Consultancy Services', 'link': 'https://in.linkedin.com/company/tata-consultancy-services', 'industry': 'IT Services and IT Consulting', 'location': 'Mumbai, Maharashtra'}, {'name': 'Infosys', 'link': 'https://in.linkedin.com/company/infosys', 'industry': 'IT Services and IT Consulting', 'location': 'Bangalore, Karnataka'}, {'name': 'Accenture', 'link': 'https://ie.linkedin.com/company/accenture', 'industry': 'IT Services and IT Consulting', 'location': None}, {'name': 'Capgemini', 'link': 'https://fr.linkedin.com/company/capgemini', 'industry': 'IT Services and IT Consulting', 'location': 'Paris, France'}, {'name': 'Wipro', 'link': 'https://in.linkedin.com/company/wipro', 'industry': 'IT Services and IT Consulting', 'location': 'Bangalore, Karnataka'}, {'name': 'Deloitte', 'link': 'https://www.linkedin.com/company/deloitte', 'industry': 'Business Consulting and Services', 'location': None}, {'name': 'IBM', 'link': 'https://www.linkedin.com/company/ibm', 'industry': 'IT Services and IT Consulting', 'location': 'Armonk, New York, NY'}, {'name': 'HCLTech', 'link': 'https://in.linkedin.com/company/hcltech', 'industry': 'IT Services and IT Consulting', 'location': 'Noida, Uttar Pradesh'}, {'name': 'Amazon', 'link': 'https://www.linkedin.com/company/amazon', 'industry': 'Software Development', 'location': 'Seattle, WA'}, {'name': 'Tech Mahindra', 'link': 'https://in.linkedin.com/company/tech-mahindra', 'industry': 'IT Services and IT Consulting', 'location': 'Pune, Maharashtra'}]",
160,Cheil Australia,https://www.linkedin.com/company/cheil-australia,"Upper Ground Level 3 Murray Rose Avenue, Sydney, NSW, Australia",2127,,1973.0,"Inspired by Data, Driven by Culture. 

We help leading brands create connected experiences which drives our clients’ business impact.

Combining data to engineer innovative ideas and executions, we deliver creative effectiveness. Our work is never stationary. We move consumers. 

We’re proud to have outstanding people of diverse talents and backgrounds. Our success is exemplified through their drive to advance ideas and bring meaningful results to life for our clients. 

Cheil Australia is proud to be a part of Cheil Worldwide, one of the world’s biggest and top agency networks in the world.",201-500,http://www.cheil.com,"['Retail Marketing', 'Digital', 'Experiential', 'Shop Build', 'Creative', 'Omni-channel', 'e-commerce', 'Digital', 'Data', 'Strategy']",Advertising Services,"[{'name': 'Samsung Australia', 'link': 'https://au.linkedin.com/company/samsungaustralia', 'industry': 'IT Services and IT Consulting', 'location': None}, {'name': 'Cheil Worldwide', 'link': 'https://kr.linkedin.com/company/cheil-worldwide-inc-', 'industry': 'Advertising Services', 'location': 'Seoul, South Korea'}, {'name': 'Samsung Electronics', 'link': 'https://kr.linkedin.com/company/samsung-electronics', 'industry': 'Computers and Electronics Manufacturing', 'location': 'Suwon-Si, Gyeonggi-Do'}, {'name': 'Cheil UK', 'link': 'https://uk.linkedin.com/company/cheil-uk', 'industry': 'Advertising Services', 'location': None}, {'name': 'Retail Prodigy Group', 'link': 'https://au.linkedin.com/company/retail-prodigy-group', 'industry': 'Retail Apparel and Fashion', 'location': 'Melbourne, VIC'}, {'name': 'Cheil India', 'link': 'https://in.linkedin.com/company/cheil-india-pvt-ltd-', 'industry': 'Advertising Services', 'location': 'Gurugram, Haryana'}, {'name': 'Cheil New Zealand', 'link': 'https://nz.linkedin.com/company/cheilnz', 'industry': 'Advertising Services', 'location': 'Northcote, Auckland'}, {'name': 'Google', 'link': 'https://www.linkedin.com/company/google', 'industry': 'Software Development', 'location': 'Mountain View, CA'}, {'name': 'Canva', 'link': 'https://au.linkedin.com/company/canva', 'industry': 'Software Development', 'location': 'Surry Hills, New South Wales'}, {'name': 'Cheil Singapore RHQ', 'link': 'https://au.linkedin.com/company/cheil-singapore', 'industry': 'Advertising Services', 'location': '30 Pasir Panjang Road, singapore'}]",
161,Square,https://www.linkedin.com/company/joinsquare,", Melbourne, Victoria, Australia",3000,,,"Square builds common business tools in unconventional ways so more people can start, run, and grow their businesses. When Square started, it was difficult and expensive (or just plain impossible) for some businesses to take credit cards. Square made credit card payments possible for all by turning a mobile phone into a credit card reader. Since then Square has been building an entire business toolkit of both hardware and software products including Square Capital, Square Terminal, Square Payroll, and more. We’re working to find new and better ways to help businesses succeed on their own terms—and we’re looking for people like you to help shape tomorrow at Square.

Founded in 2009 and headquartered in San Francisco, Square is currently available in the United States, Canada, Australia, UK, Japan, Ireland, France, and Spain. Square offices are located in San Francisco, Oakland, Seattle, New York, Atlanta, St. Louis, Scottsdale, Dublin, London, Toronto, Melbourne, and Tokyo.",1001-5000,http://squareup.com,,Software Development,"[{'name': 'Stripe', 'link': 'https://www.linkedin.com/company/stripe', 'industry': 'Software Development', 'location': 'South San Francisco, California'}, {'name': 'Block', 'link': 'https://www.linkedin.com/company/joinblock', 'industry': 'Financial Services', 'location': 'San Francisco, California'}, {'name': 'Slack', 'link': 'https://www.linkedin.com/company/tiny-spec-inc', 'industry': 'Technology, Information and Internet', 'location': 'San Francisco, California'}, {'name': 'Coinbase', 'link': 'https://www.linkedin.com/company/coinbase', 'industry': 'Technology, Information and Internet', 'location': None}, {'name': 'Shopify', 'link': 'https://ca.linkedin.com/company/shopify', 'industry': 'Software Development', 'location': 'Ottawa, ON'}, {'name': 'Cash App', 'link': 'https://www.linkedin.com/company/cash-app', 'industry': 'Software Development', 'location': 'New York, NY'}, {'name': 'Google', 'link': 'https://www.linkedin.com/company/google', 'industry': 'Software Development', 'location': 'Mountain View, CA'}, {'name': 'Spotify', 'link': 'https://se.linkedin.com/company/spotify', 'industry': 'Musicians', 'location': 'Stockholm, Stockholm County'}, {'name': 'Airbnb', 'link': 'https://www.linkedin.com/company/airbnb', 'industry': 'Software Development', 'location': 'San Francisco, CA'}, {'name': 'Salesforce', 'link': 'https://www.linkedin.com/company/salesforce', 'industry': 'Software Development', 'location': 'San Francisco, CA'}]",
162,Afterpay,https://www.linkedin.com/company/afterpay-com-au,"406 Collins St, Melbourne, VIC, Australia",3000,,,"We started a movement in which everyone can win – shoppers, retailers, society and every person on our team. To play fair, trust people and reward them for doing the right thing. We see and feel the impact of our work as more and more people gain financial freedom and retailers grow across the globe.

Founded seven years ago in Sydney, Australia, Afterpay has millions of active customers globally and is offered at the world’s best retailers around the world including  Anthropologie, Revolve, DSW, GOAT, Finish Line, Levi’s, Mac Cosmetics, Ray-Ban and many others. Afterpay is on a mission to power an economy in which everyone wins.

Afterpay is completely free for customers who pay on time – helping people spend responsibly without incurring interest, fees or extended debt. Afterpay empowers customers to access the things they want and need, while still allowing them to maintain financial wellness and control, by splitting payments in four, for both online and in-store purchases. Afterpay is deeply committed to delivering positive outcomes for customers. We are focused on supporting our community of shoppers.

We trust in the next generation and share a vision of a more accessible and sustainable world in which people are rewarded for doing the right thing.",501-1000,http://www.afterpay.com.au,,IT Services and IT Consulting,"[{'name': 'Klarna', 'link': 'https://se.linkedin.com/company/klarna', 'industry': 'Software Development', 'location': None}, {'name': 'Block', 'link': 'https://www.linkedin.com/company/joinblock', 'industry': 'Software Development', 'location': 'San Francisco, California'}, {'name': 'Square', 'link': 'https://www.linkedin.com/company/joinsquare', 'industry': 'Software Development', 'location': 'San Francisco, CA'}, {'name': 'Affirm', 'link': 'https://www.linkedin.com/company/affirm', 'industry': 'Financial Services', 'location': 'San Francisco, California'}, {'name': 'Stripe', 'link': 'https://www.linkedin.com/company/stripe', 'industry': 'Software Development', 'location': 'South San Francisco, California'}, {'name': 'Zip Co', 'link': 'https://au.linkedin.com/company/zip-co-limited', 'industry': 'Financial Services', 'location': None}, {'name': 'Cash App', 'link': 'https://www.linkedin.com/company/cash-app', 'industry': 'Software Development', 'location': 'New York, NY'}, {'name': 'Chime', 'link': 'https://www.linkedin.com/company/chime-card', 'industry': 'Financial Services', 'location': 'San Francisco, CA'}, {'name': 'Canva', 'link': 'https://au.linkedin.com/company/canva', 'industry': 'Software Development', 'location': 'Surry Hills, New South Wales'}, {'name': 'Revolut', 'link': 'https://uk.linkedin.com/company/revolut', 'industry': 'Financial Services', 'location': 'London, England'}]",
163,Labrys,https://www.linkedin.com/company/labrys-io,"5B/108 Wickham St, Fortitude Valley, Queensland, Australia",4006,,2017.0,"Labrys is a global leader in blockchain product development. We design, develop and launch products using blockchain technology. We don’t just build on-chain, we develop all supporting infrastructure to enable any Web 3.0 solution. We Shape the New World.We’ve helped startups, enterprises, governments, and some of the world’s largest blockchain organisations use this technology to reform existing processes and become industry innovators.100% based in Brisbane - Australia at our Future Lab, our team is made up of some of the brightest minds in the industry. All work is done in-house by our expert engineers of future systems who develop smart contracts, web & mobile apps, MVPs, POCs, tokens, NFTs, layer-2 scaling, wallet integrations, and more.Join us to Shape the New World.⛋ Enterprise Blockchain⛋ Smart Contracts⛋ Blockchain Consulting⛋ NFT DevelopmentStart building today at https://labrys.io",11-50,http://labrys.io,"['Finance', 'Blockchain', 'Technology', 'Ethereum', 'Fintech', 'Smart Contracts', 'Enterprise', 'Startup', 'Software', 'Consulting', 'DLT', 'Mobile Applications', 'Web Applications', 'Software Development', 'UI/UX', 'Blockchain Integration', 'Security Tokens']",Computer Software,"[{'name': 'Labrys Consulting', 'link': 'https://tr.linkedin.com/company/labrys-consulting', 'industry': 'IT Services and IT Consulting', 'location': None}, {'name': 'Unicsoft', 'link': 'https://sg.linkedin.com/company/unicsoft', 'industry': 'IT Services and IT Consulting', 'location': 'Edinburgh, Scotland'}, {'name': 'SoluLab', 'link': 'https://www.linkedin.com/company/solulab', 'industry': 'IT Services and IT Consulting', 'location': 'Los Angeles, California'}, {'name': 'OpenXcell (CMMI Level 3)', 'link': 'https://www.linkedin.com/company/openxcell', 'industry': 'IT Services and IT Consulting', 'location': 'Las Vegas, Nevada'}, {'name': 'STIA', 'link': 'https://au.linkedin.com/company/stia.io', 'industry': 'Capital Markets', 'location': 'Brisbane, Queensland'}, {'name': 'Australian Blockchain & Cryptocurrency', 'link': 'https://www.linkedin.com/company/australian-blockchain-cryptocurrency', 'industry': 'Online Audio and Video Media', 'location': None}, {'name': 'Bacancy Technology: Work From Anywhere', 'link': 'https://in.linkedin.com/company/bacancy-technology', 'industry': 'Software Development', 'location': 'Ahmedabad, Gujarat'}, {'name': 'Mycelium', 'link': 'https://au.linkedin.com/company/mycelium-eth', 'industry': 'Financial Services', 'location': 'Brisbane, Queensland'}, {'name': 'Instaclustr', 'link': 'https://www.linkedin.com/company/instaclustr', 'industry': 'IT Services and IT Consulting', 'location': 'Redwood City, California'}, {'name': 'Swyftx', 'link': 'https://au.linkedin.com/company/swyftx', 'industry': 'Financial Services', 'location': 'Milton, QLD'}]",
164,Swoop Aero,https://www.linkedin.com/company/swoop-aero,", Port Melbourne, VIC, Australia",3207,,2017.0,"Swoop Aero was founded in 2017 to transform how the world moves, by making access to the skies seamless.

We integrate drone logistics into the first and last mile of the supply chain to transform its strength and agility. Where we don’t deliver that service ourselves, we provide our platform selectively to organisations across the globe to further the reach of our impact.",51-200,https://www.swoop.aero,"['Aerospace', 'Research and Development', 'health', 'logistics', 'aviation', 'technology']",Aviation and Aerospace Component Manufacturing,"[{'name': 'WINGCOPTER', 'link': 'https://de.linkedin.com/company/wingcopter', 'industry': 'Aviation and Aerospace Component Manufacturing', 'location': None}, {'name': 'Skyports Infrastructure', 'link': 'https://uk.linkedin.com/company/skyports', 'industry': 'Aviation and Aerospace Component Manufacturing', 'location': 'London, England'}, {'name': 'Zipline', 'link': 'https://www.linkedin.com/company/flyzipline', 'industry': 'Truck Transportation', 'location': 'San Francisco, CA'}, {'name': 'Volansi', 'link': 'https://www.linkedin.com/company/volansi', 'industry': 'Truck Transportation', 'location': 'Concord, California'}, {'name': 'Skyports Drone Services', 'link': 'https://uk.linkedin.com/company/skyports-drone-services', 'industry': 'Truck Transportation', 'location': 'London, England'}, {'name': 'Quickstep Group', 'link': 'https://au.linkedin.com/company/quickstep-holdings', 'industry': 'Aviation and Aerospace Component Manufacturing', 'location': 'Bankstown, NSW'}, {'name': 'Wing', 'link': 'https://www.linkedin.com/company/wing', 'industry': 'Software Development', 'location': 'Palo Alto, California'}, {'name': 'Carbonix', 'link': 'https://au.linkedin.com/company/carbonix', 'industry': 'Aviation and Aerospace Component Manufacturing', 'location': 'Artarmon, NSW'}, {'name': 'Vertical Aerospace', 'link': 'https://uk.linkedin.com/company/vertical-aerospace-ltd', 'industry': 'Aviation and Aerospace Component Manufacturing', 'location': 'Bristol, City of Bristol'}, {'name': 'VillageReach', 'link': 'https://www.linkedin.com/company/villagereach', 'industry': 'Non-profit Organizations', 'location': 'Seattle, Washington'}]",
165,TRESP Recruitment - Medical Device & Healthcare Technology,https://www.linkedin.com/company/tresprecruitment,"Level 16, 175 Pitt Street, SYDNEY, , Australia",2000,,2012.0,"We believe that innovation starts with teamwork. That great teams can achieve more than any individual within. And that it all starts by bringing the right people together, in the right place, at the right time.

TRESP Recruitment. We specialise recruitment across Innovation and Technology across the Medical Devices & Healthcare sectors. Our team has developed an intimate understanding of these markets and partners with organisations across Australia and the Asia Pacific region, to build leading teams that make a positive difference to their bottom line and the communities they impact

We’re proud of the trusted partnerships we’ve built with clients and candidates over the years and offer an unparalleled level of service at every stage of the recruitment process. Our team is passionate about what we do and has a genuine desire to support and guide you towards your goals. If you’re looking to partner with a team that works with passion, hunger, integrity and care, focuses on quality over quantity and has the knowledge and experience to achieve a successful outcome in every way, contact TRESP Recruitment today.",1-10,http://www.tresp.com.au,"['Staffing Needs', 'Talent Search & Matching', 'Recruitment', 'Total Staffing partnerships', 'Providing Alternative Solutions', 'Market Analysis', 'Specialist Recruitment', 'Technology & Innovation', 'Healthcare', 'Medical Devices', 'Executive Search']",Staffing and Recruiting,[],
166,Rhino-Rack,https://www.linkedin.com/company/rhino-rack,"22 Hanson Place, Eastern Creek, NSW, Australia",2766,,1992.0,"As a pioneer innovator in premium roof racks and accessories, Rhino-Rack is proud to be an Australian operated business since 1992. For almost 30 years, Rhino-Rack continues to provide industry-leading solutions to the global market while being a locally grown product.From the ladder-carrying tradesman, the weekend warrior, and the serious holiday traveller, Rhino-Rack has a solution to fit every occasion with products including roof racks, awnings, roof boxes, luggage carriers, kayak carriers, ski & snowboard carriers, bike carriers, and more.Rhino-Rack is currently available in over 700 approved stockists in Australia, and globally in over 55 countries via our distribution network. Rhino-Rack have warehouses located in Australia, New Zealand and USA.We believe there's an adventurer in all of us. It’s what drives us to create adventure-ready gear, born and proven in Australia. As someone smart once figured out, work expands to fill the time you give it. So you have to make space for adventure. ",51-200,http://www.rhinorack.com.au,"['roof racks', 'bike racks', 'ski and snowboard racks', 'roof and cargo boxes', 'ladder racks', 'water sport racks', 'adventure', 'outdoor']",Automotive,"[{'name': 'ARB Corporation Ltd', 'link': 'https://au.linkedin.com/company/arb-corporation-pty-ltd', 'industry': 'Motor Vehicle Manufacturing', 'location': 'Kilsyth, Victoria'}, {'name': 'Rhino', 'link': 'https://www.linkedin.com/company/rhino-labs', 'industry': 'Leasing Real Estate', 'location': None}, {'name': 'Bradford Ventilation', 'link': 'https://au.linkedin.com/company/bradfordventilation', 'industry': 'Industrial Machinery Manufacturing', 'location': None}, {'name': 'TJM 4x4 Equipped', 'link': 'https://au.linkedin.com/company/tjm-4x4', 'industry': 'Motor Vehicle Manufacturing', 'location': 'Brendale, Queensland'}, {'name': 'Patriot Campers Pty Ltd', 'link': 'https://au.linkedin.com/company/patriot-campers', 'industry': 'Industrial Machinery Manufacturing', 'location': 'Molendinar, Qld'}, {'name': 'Thule Group', 'link': 'https://se.linkedin.com/company/thule', 'industry': 'Sporting Goods Manufacturing', 'location': None}, {'name': 'Yakima Products', 'link': 'https://www.linkedin.com/company/yakimaracks', 'industry': 'Sporting Goods Manufacturing', 'location': 'Lake Oswego, Oregon'}, {'name': '4WD Supacentre', 'link': 'https://au.linkedin.com/company/4wd-supacentre', 'industry': 'Retail', 'location': 'Silverwater, NSW'}, {'name': 'Ironman 4x4', 'link': 'https://au.linkedin.com/company/ironman-4x4', 'industry': 'Motor Vehicle Manufacturing', 'location': 'Dandenong South, Victoria'}, {'name': 'Fulcrum Suspensions Group', 'link': 'https://au.linkedin.com/company/fulcrum-suspensions-pty-ltd', 'industry': 'Motor Vehicle Manufacturing', 'location': 'Coopers Plains, Queensland'}]",
